huyen,xa,thon,cap
Huyện A Lưới,Xã A Roàng,Thôn A Roằng 2,capdo1
Huyện A Lưới,Xã A Roàng,Thôn Ka Lô,capdo1
Huyện A Lưới,Xã A Roàng,Thôn Ka Rôông-A Ho,capdo1
Huyện A Lưới,Xã Đông Sơn,Thôn Ka Vá,capdo1
Huyện A Lưới,Xã Đông Sơn,Thôn Loah-Ta Vai,capdo1
Huyện A Lưới,Xã Đông Sơn,Thôn Tru-Chaih,capdo1
Huyện A Lưới,Xã Hồng Bắc,Thôn Lê Lộc 2,capdo1
Huyện A Lưới,Xã Hồng Bắc,Thôn Lê Ninh,capdo1
Huyện A Lưới,Xã Hồng Bắc,Thôn Ra Loóc-A Sốc,capdo1
Huyện A Lưới,Xã Hồng Bắc,Thôn Tân Hối,capdo1
Huyện A Lưới,Xã Hồng Hạ,Thôn A Rom,capdo1
Huyện A Lưới,Xã Hồng Hạ,Thôn Căn Tôm,capdo1
Huyện A Lưới,Xã Hồng Hạ,Thôn Pa Hy,capdo1
Huyện A Lưới,Xã Hồng Hạ,Thôn Pa Ring Cân Sâm,capdo1
Huyện A Lưới,Xã Hồng Kim,Thôn A Tia 1,capdo1
Huyện A Lưới,Xã Hồng Kim,Thôn A tia 2,capdo1
Huyện A Lưới,Xã Hồng Kim,Thôn Đút 1,capdo1
Huyện A Lưới,Xã Hồng Kim,Thôn Đút 2,capdo1
Huyện A Lưới,Xã Hồng Thái,Thôn A Đâng,capdo1
Huyện A Lưới,Xã Hồng Thái,Thôn A La,capdo1
Huyện A Lưới,Xã Hồng Thái,Thôn Tu Vay,capdo1
Huyện A Lưới,Xã Hồng Thái,Thôn Y Reo,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn A Đên,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn A Xáp,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn Căn Sâm,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn Căn Te,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn Căn Tôm,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn Hợp Thượng,capdo1
Huyện A Lưới,Xã Hồng Thượng,Thôn Ky Ré,capdo1
Huyện A Lưới,Xã Hồng Thủy,Thôn Kê 1,capdo1
Huyện A Lưới,Xã Hồng Thủy,Thôn Kê 2,capdo1
Huyện A Lưới,Xã Hồng Thủy,Thôn La Ngà,capdo1
Huyện A Lưới,Xã Hồng Thủy,Thôn Pâr Ay,capdo1
Huyện A Lưới,Xã Hồng Thủy,Thôn Tru Pỉ,capdo1
Huyện A Lưới,Xã Hồng Vân,Thôn A Năm,capdo1
Huyện A Lưới,Xã Hồng Vân,Thôn Ka Cú 1,capdo1
Huyện A Lưới,Xã Hồng Vân,Thôn Ka Cú 2,capdo1
Huyện A Lưới,Xã Hồng Vân,Thôn Kêr,capdo1
Huyện A Lưới,Xã Hồng Vân,Thôn Ta Lo A Hố,capdo1
Huyện A Lưới,Xã Hương Nguyên,Thôn A Rí,capdo1
Huyện A Lưới,Xã Hương Nguyên,Thôn Chi Đu-Nghĩa,capdo1
Huyện A Lưới,Xã Hương Nguyên,Thôn Giồng,capdo1
Huyện A Lưới,Xã Hương Nguyên,Thôn Mù Nú - Ta Rá,capdo1
Huyện A Lưới,Xã Hương Phong,Thôn Hương Phú,capdo1
Huyện A Lưới,Xã Hương Phong,Thôn Hương Thịnh,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn A Đớt,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn A Tin,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Ba Lạch,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Chi Hoá,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Chi Lanh-A Roh,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Cưr Xo,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Ka Nôn 1,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Ka Nôn 2,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn La Tưng,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn Liên Hiệp,capdo1
Huyện A Lưới,Xã Lâm Đớt,Thôn PaRis-KaVin,capdo1
Huyện A Lưới,Xã Phú Vinh,Thôn Phú Thành,capdo1
Huyện A Lưới,Xã Phú Vinh,Thôn Phú Thượng,capdo1
Huyện A Lưới,Xã Phú Vinh,Thôn Phú Xuân,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn A Hươr Pa E,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn A Lưới,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn Âr Bả Nhâm,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn Âr Kêu Nhâm,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn KLeng A Bung,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn Pất Đuh,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn Pi Ây 1,capdo1
Huyện A Lưới,Xã Quảng Nhâm,Thôn Pi Ây 2,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Quảng Hợp,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Quảng Lộc,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Quảng Ngạn,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Quảng Phú,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Quảng Thọ,capdo1
Huyện A Lưới,Xã Sơn Thủy,Thôn Vĩnh Lợi,capdo1
Huyện A Lưới,Xã Trung Sơn,Thôn A Đeeng Par Lieng 1,capdo1
Huyện A Lưới,Xã Trung Sơn,Thôn A Đeeng Par Lieng 2,capdo1
Huyện A Lưới,Xã Trung Sơn,Thôn A Niêng Lê Triêng 1,capdo1
Huyện A Lưới,Xã Trung Sơn,Thôn Đụt Lê Triêng 2,capdo1
Huyện A Lưới,Xã Trung Sơn,Thôn Ta Ay Ta,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn 3,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn 4,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn Giang Chế,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn Mỹ Cảnh,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn Nam Trường,capdo1
Huyện Phú Lộc,Xã Giang Hải,Thôn Nghi Xuân,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn An Lại,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Bắc Thượng,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Bắc Trung,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Châu Thành,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Đông,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Hai Hà,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Nam,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Nam Phước,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Nam Trạch,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Phú Môn,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Tây,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Xuân Lai,capdo1
Huyện Phú Lộc,Xã Lộc An,Thôn Nam Phổ Hạ,capdo3
Huyện Phú Lộc,Xã Lộc Bình,Thôn Hòa An,capdo1
Huyện Phú Lộc,Xã Lộc Bình,Thôn Mai Gia Phường,capdo1
Huyện Phú Lộc,Xã Lộc Bình,Thôn Tân An Hải,capdo1
Huyện Phú Lộc,Xã Lộc Bình,Thôn Tân An,capdo3
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Vang 2,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Vang 3,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Vang 4,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Bình An,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Dương Lộc,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Lộc,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Mỹ,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Thuận Hóa,capdo1
Huyện Phú Lộc,Xã Lộc Bổn,Thôn Hòa Vang 1,capdo2
Huyện Phú Lộc,Xã Lộc Điền,Thôn Bát Sơn,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Đông An,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Đồng Xuân,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Lương Điền Đông,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Lương Điền Thượng,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Miêu Nha,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Quê Chữ,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Sư Lỗ,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Trung Chánh,capdo1
Huyện Phú Lộc,Xã Lộc Điền,Thôn Bạch Thạch,capdo2
Huyện Phú Lộc,Xã Lộc Điền,Thôn Lương Qúy Phú,capdo2
Huyện Phú Lộc,Xã Lộc Hòa,Thôn An Hà,capdo1
Huyện Phú Lộc,Xã Lộc Hòa,Thôn Bắc Khe Dài,capdo1
Huyện Phú Lộc,Xã Lộc Hòa,Thôn La Phú,capdo1
Huyện Phú Lộc,Xã Lộc Hòa,Thôn Làng Đông,capdo1
Huyện Phú Lộc,Xã Lộc Hòa,Thôn Nam Khe Dài,capdo1
Huyện Phú Lộc,Xã Lộc Sơn,Thôn An Sơn,capdo1
Huyện Phú Lộc,Xã Lộc Sơn,Thôn La Sơn,capdo1
Huyện Phú Lộc,Xã Lộc Sơn,Thôn Vinh Sơn,capdo1
Huyện Phú Lộc,Xã Lộc Sơn,Thôn Xuân Sơn,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền An 1,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền An 2,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền Hòa 2,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền Vân 1,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền Vân 2,capdo1
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Đông Dương,capdo2
Huyện Phú Lộc,Xã Vinh Hiền,Thôn Hiền Hòa 1,capdo2
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Diêm Trường 1,capdo1
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Diêm Trường 2,capdo1
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Lương Viện,capdo1
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Phụng Chánh 1,capdo1
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Phụng Chánh 2,capdo1
Huyện Phú Lộc,Xã Vinh Hưng,Thôn Trung Hưng,capdo1
Huyện Phú Lộc,Xã Vinh Mỹ,Thôn 1,capdo1
Huyện Phú Lộc,Xã Vinh Mỹ,Thôn 2,capdo1
Huyện Phú Lộc,Xã Vinh Mỹ,Thôn 3,capdo1
Huyện Phú Lộc,Xã Vinh Mỹ,Thôn 4,capdo1
Huyện Phú Lộc,Xã Vinh Mỹ,Thôn 5,capdo1
Huyện Phú Lộc,Xã Xuân Lộc,Thôn Hưng An,capdo1
Huyện Phú Lộc,Xã Xuân Lộc,Thôn Hưng Lộc,capdo1
Huyện Phú Lộc,Xã Xuân Lộc,Thôn Phụng Sơn,capdo1
Huyện Phú Lộc,Xã Xuân Lộc,Thôn Xuân Mỹ,capdo1
Huyện Phú Lộc,Xã Xuân Lộc,Thôn(bản) Phúc Lộc,capdo1
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Phú Gia,capdo1
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Phước An,capdo1
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Thủy Dương,capdo1
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Phước Lộc,capdo2
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Thổ Sơn,capdo2
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Trung Kiền,capdo2
Huyện Phú Lộc,Xã Lộc Tiến,Thôn Thủy Tụ,capdo3
Huyện Phú Lộc,Xã Lộc Vĩnh,Thôn Bình An 2,capdo1
Huyện Phú Lộc,Xã Lộc Vĩnh,Thôn Bình An,capdo2
Huyện Phú Lộc,Xã Lộc Vĩnh,Thôn Cảnh Dương,capdo2
Huyện Phú Lộc,Xã Lộc Vĩnh,Thôn Phú Hải,capdo2
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn Hói Dừa,capdo1
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn Lập An,capdo2
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn An Cư Đông 1,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn An Cư Đông 2,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn An Cư Tân,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn Đồng Dương,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn Hải Vân,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn Loan Lý,capdo3
Huyện Phú Lộc,Thị trấn Lăng Cô,Thôn An Cư Tây,capdo4
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 2,capdo1
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 4,capdo2
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 9,capdo2
Huyện Phú Lộc,Thị trấn Phú Lộc,Mũi Né,capdo2
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 3,capdo3
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 5,capdo3
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 6,capdo3
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 7,capdo3
Huyện Phú Lộc,Thị trấn Phú Lộc,Khu dân cư khu vực 8,capdo3
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Phú Cường Xuyên,capdo2
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Thuỷ Cam,capdo2
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Thủy Yên Hạ,capdo2
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Thủy Yên Thôn,capdo2
Huyện Phú Lộc,Xã Lộc Thủy,Thôn An Bàng,capdo3
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Phước Hưng,capdo3
Huyện Phú Lộc,Xã Lộc Thủy,Thôn Thuỷ Yên Thượng,capdo3
Huyện Phú Lộc,Xã Lộc Trì,Thôn Đông Hải,capdo1
Huyện Phú Lộc,Xã Lộc Trì,Thôn Trung An,capdo1
Huyện Phú Lộc,Xã Lộc Trì,Thôn Phước Tượng,capdo2
Huyện Phú Lộc,Xã Lộc Trì,Thôn Cao Đôi Xã,capdo3
Huyện Phú Lộc,Xã Lộc Trì,Thôn Đông Lưu,capdo3
Huyện Phú Lộc,Xã Lộc Trì,Thôn Hoà Mậu,capdo3
Huyện Phú Lộc,Xã Lộc Trì,Thôn Khe Su,capdo3
Huyện Phú Lộc,Xã Lộc Trì,Thôn Lê Thái Thiện,capdo3
Huyện Phong Điền,Xã Điền Hải,Thôn 2,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 3,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 4,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 5,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 6,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 7,capdo1
Huyện Phong Điền,Xã Điền Hải,Thôn 1,capdo2
Huyện Phong Điền,Xã Điền Hải,Thôn 8,capdo2
Huyện Phong Điền,Xã Điền Hương,Thôn Thanh Hương Đông,capdo1
Huyện Phong Điền,Xã Điền Hương,Thôn Thanh Hương Lâm,capdo1
Huyện Phong Điền,Xã Điền Hương,Thôn Thanh Hương Tây,capdo1
Huyện Phong Điền,Xã Điền Hương,Thôn Trung Đồng,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Giáp Nam,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Mỹ Hoà,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Nhất Đông,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Nhất Tây,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Nhì Đông,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Nhì Tây,capdo1
Huyện Phong Điền,Xã Điền Lộc,Thôn Tân Hội,capdo1
Huyện Phong Điền,Xã Điền Môn,Thôn Kế Môn 1,capdo1
Huyện Phong Điền,Xã Điền Môn,Thôn Kế Môn 2,capdo1
Huyện Phong Điền,Xã Điền Môn,Thôn Vĩnh Xương,capdo2
Huyện Phong Điền,Xã Phong An,Thôn Bồ Điền,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Đông An,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Phò Ninh,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Phường Hóp,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Thượng An 1,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Thượng An 2,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Vĩnh Hương,capdo1
Huyện Phong Điền,Xã Phong An,Thôn Đông Lâm,capdo2
Huyện Phong Điền,Xã Phong Bình,Thôn Đông Mỹ,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Đông Phú,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Hoà Viện,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Rú Hóp,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Tả Hữu Tự,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Tây Phú Phò Trạch,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Tây Phú Vân Trình,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Triều Quý,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Vĩnh An,capdo1
Huyện Phong Điền,Xã Phong Bình,Thôn Đông Trung Tây Hồ,capdo2
Huyện Phong Điền,Xã Phong Bình,Thôn Siêu Quần,capdo2
Huyện Phong Điền,Xã Phong Bình,Thôn Trung Thạnh,capdo2
Huyện Phong Điền,Xã Phong Hải,Thôn Hải Đông,capdo1
Huyện Phong Điền,Xã Phong Hải,Thôn Hải Nhuận,capdo1
Huyện Phong Điền,Xã Phong Hải,Thôn Hải Thành,capdo1
Huyện Phong Điền,Xã Phong Hải,Thôn Hải Thế,capdo1
Huyện Phong Điền,Xã Phong Hải,Thôn Hải Phú,capdo2
Huyện Phong Điền,Xã Phong Hòa,Thôn Ba Bàu Chợ,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Chùa Thiềm Thượng,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Đức Phú,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Hoà Đức,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Mỹ Xuyên,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Niêm,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Phước Phú,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Thuận Hoà,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Trung Cọ Mè,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Tư,capdo1
Huyện Phong Điền,Xã Phong Hòa,Thôn Đông Thượng,capdo2
Huyện Phong Điền,Xã Phong Hòa,Thôn Trạch Phổ,capdo2
Huyện Phong Điền,Xã Phong Mỹ,Bản Hạ Long,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Bản Khe Trăn,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Đông Thái,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Hoà Bắc,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Hưng Thái,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Huỳnh Trúc,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Lưu Hiền Hoà,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Phong Thu,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Phú Vinh Phường,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Phước Thọ,capdo1
Huyện Phong Điền,Xã Phong Mỹ,Thôn Tân Mỹ,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Cổ Bi 1,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Cổ Bi 2,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Cổ Bi 3,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Công Thành,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Hiền Sỹ,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Phổ Lại,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Sơn Bồ,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Sơn Quả,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Thanh Tân,capdo1
Huyện Phong Điền,Xã Phong Sơn,Thôn Hiền An,capdo2
Huyện Phong Điền,Xã Phong Sơn,Thôn Phe Tư,capdo2
Huyện Phong Điền,Xã Phong Sơn,Thôn Tứ Chánh,capdo2
Huyện Phong Điền,Xã Phong Sơn,Thôn Đông Dạ,capdo3
Huyện Phong Điền,Xã Phong Thu,Thôn Huỳnh Liên,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Khúc Lý - Ba Lạp,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Phú Xuân,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Tây Lái,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Trạch Hữu,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Vân Trạch Hòa,capdo1
Huyện Phong Điền,Xã Phong Thu,Thôn Đông Lái,capdo2
Huyện Phong Điền,Xã Phong Thu,Thôn Ưu Thượng,capdo2
Huyện Phong Điền,Xã Phong Thu,Thôn An Thôn,capdo3
Huyện Phong Điền,Xã Phong Xuân,Thôn Bình An,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Hiền An - Bến Củi,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Hiền An 2,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Hòa Xuân,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Quảng Lợi,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Tân Lập,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Vinh Phú,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Xuân Lộc,capdo1
Huyện Phong Điền,Xã Phong Xuân,Thôn Cổ Xuân - Quảng Lộc,capdo2
Huyện Phong Điền,Xã Phong Xuân,Thôn Vinh Ngạn,capdo2
Huyện Phong Điền,Xã Phong Xuân,Thôn Xuân Điền Lộc,capdo2
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Trạch Tả,capdo1
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Trạch Thượng 1,capdo1
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Vĩnh Nguyên,capdo1
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Khánh Mỹ,capdo2
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Tân Lập,capdo2
Huyện Phong Điền,Thị trấn Phong Điền,Thôn Trạch Thượng 2,capdo2
Huyện Phong Điền,Xã Điền Hòa,Thôn 1,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 2,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 3,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 4,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 5,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 8,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 9,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 10,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 11,capdo1
Huyện Phong Điền,Xã Điền Hòa,Thôn 6,capdo3
Huyện Phong Điền,Xã Điền Hòa,Thôn 7,capdo3
Huyện Phong Điền,Xã Phong Chương,Thôn Bàu,capdo1
Huyện Phong Điền,Xã Phong Chương,Thôn Lương Mai,capdo1
Huyện Phong Điền,Xã Phong Chương,Thôn Ma Nê,capdo1
Huyện Phong Điền,Xã Phong Chương,Thôn Mỹ Phú,capdo1
Huyện Phong Điền,Xã Phong Chương,Thôn Phú Lộc,capdo1
Huyện Phong Điền,Xã Phong Chương,Thôn Chánh An,capdo2
Huyện Phong Điền,Xã Phong Chương,Thôn Đại Phú,capdo2
Huyện Phong Điền,Xã Phong Chương,Thôn Nhất Phong,capdo2
Huyện Phong Điền,Xã Phong Chương,Thôn Trung Thạnh,capdo2
Huyện Phong Điền,Xã Phong Hiền,Thôn Bắc - Triều - Vịnh,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Cao Ban - Truông Cầu - La Vần,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Cao Xá,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Gia Viên,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Hiền Lương,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Hưng Long - Thượng Hòa,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn Sơn Tùng,capdo1
Huyện Phong Điền,Xã Phong Hiền,Thôn An Lỗ,capdo4
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Đức Lam Trung,capdo1
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Hòa Tây,capdo1
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Lương Viện,capdo1
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Trường Lưu,capdo1
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Viễn Trình,capdo1
Huyện Phú Vang,Thị trấn Phú Đa,Thôn Hòa Đông,capdo2
Huyện Phú Vang,Xã Phú An,Thôn An Truyền,capdo1
Huyện Phú Vang,Xã Phú An,Thôn Triều Thủy,capdo1
Huyện Phú Vang,Xã Phú An,Thôn Truyền Nam,capdo1
Huyện Phú Vang,Xã Phú An,Thôn Định Cư,capdo2
Huyện Phú Vang,Xã Phú Diên,Thôn Kế Sung,capdo1
Huyện Phú Vang,Xã Phú Diên,Thôn Kế Thượng Thanh,capdo1
Huyện Phú Vang,Xã Phú Diên,Thôn Mỹ Khánh,capdo1
Huyện Phú Vang,Xã Phú Diên,Thôn Phương Diên,capdo1
Huyện Phú Vang,Xã Phú Diên,Thôn Thanh Dương,capdo1
Huyện Phú Vang,Xã Phú Diên,Thôn Diên Lộc,capdo3
Huyện Phú Vang,Xã Phú Hồ,Thôn Đông Di,capdo1
Huyện Phú Vang,Xã Phú Hồ,Thôn Sư Lổ,capdo1
Huyện Phú Vang,Xã Phú Hồ,Thôn Tây Hồ,capdo1
